codigo;data_publicacao;titulo;palavra;fonte;url;palavras;meio;data_investimento
2534789;03/05/2025 00:00;99Food promete chegar para revolucionar o mercado de entregas;ampliar, expandir, investimento;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2900700/cidade/2025/05/99food-promete-chegar-para-revolucionar-o-mercado-de-entregas;ampliar, expandir, investimento;Portais;15/05/2025 14:57
2532526;30/04/2025 00:00;Unidade do Sebrae Aqui é inaugurada na Acib;instalação;Jornal de Barretos Regional;https://jornaldebarretos.com.br/noticias/unidade-do-sebrae-aqui-e-inaugurada-na-acib-2/;instalação;Portais;15/05/2025 15:03
2533610;01/05/2025 00:00;Região de Campinas têm o maior volume de investimentos na indústria em São Paulo nos últimos 3 anos;ampliação, ampliar, inovação, investimento, investimentos, abrir;Jornal de Campinas;https://jornaldecampinas.com.br/regiao-de-campinas-tem-o-maior-volume-de-investimentos-na-industria-em-sao-paulo-nos-ultimos-3-anos/;ampliação, ampliar, inovação, investimento, investimentos, abrir;Portais;15/05/2025 15:05
2537035;07/05/2025 00:00;Com investimento de R$ 2 bi, Sabesp prevê obras de esgoto no Alto Tietê para setembro de 2027;instalação, instalar, investimento, investimentos;O Diário de Mogi;https://www.odiariodemogi.net.br/alto-tiete/com-investimento-de-r-2-bi-sabesp-preve-obras-de-esgoto-no-alto-tiete-para-setembro-de-2027/;instalação, instalar, investimento, investimentos;Portais;15/05/2025 15:13
2533185;30/04/2025 00:00;Trem de passageiros entre SP e Sorocaba: governo lança consulta pública;ampliação, aquisição, construção, implantação, investimentos, concessão;Estadão;https://www.estadao.com.br/sao-paulo/trem-de-passageiros-entre-sp-e-sorocaba-governo-lanca-consulta-publica/;ampliação, aquisição, construção, implantação, investimentos, concessão;Portais;15/05/2025 15:19
2532755;30/04/2025 00:00;"Aeroporto de Congonhas inicia obras de novo terminal de passageiros; saiba quando será entregue";ampliar, construção, investimento;Estadão;https://www.estadao.com.br/sao-paulo/aeroporto-de-congonhas-inicia-obras-de-novo-terminal-de-passageiros-saiba-quando-sera-entregue/;ampliar, construção, investimento;Portais;15/05/2025 15:20
2534547;03/05/2025 00:00;Construserra inaugura quarta loja em Presidente Prudente com showroom moderno de pisos e porcelanatos;compra, construção, inaugura, inauguração, inovação, reforma;O Imparcial Online;https://www.imparcial.com.br/noticias/construserra-inaugura-quarta-loja-em-presidente-prudente-com-showroom-moderno-de-pisos-e-porcelanatos,72637;compra, construção, inaugura, inauguração, inovação, reforma;Portais;15/05/2025 15:26
2533865;02/05/2025 00:00;Pastelaria da Aninha e Fabi é inaugurada com música, parceria e espírito empreendedor;expansão, inaugura, inauguração, instalação, investir;O Imparcial Online;https://www.imparcial.com.br/noticias/pastelaria-da-aninha-e-fabi-e-inaugurada-com-musica-parceria-e-espirito-empreendedor,72608;expansão, inaugura, inauguração, instalação, investir;Portais;15/05/2025 15:29
2542954;15/05/2025 00:00;Glicério terá parque aquático com investimento de 70 milhões;construção, desenvolver, empreendimento, investimento, investimentos;O Vale;https://sampi.net.br/ovale/noticias/2903145/aracatuba/2025/05/glicerio-tera-parque-aquatico-com-investimento-de-70-milhoes;construção, desenvolver, empreendimento, investimento, investimentos;Portais;15/05/2025 15:34
2542680;14/05/2025 00:00;Com investimento de R$6 bi, montadora GWM oferecerá 800 empregos;expansão, inaugura, inauguração, investimentos;O Vale;https://sampi.net.br/ovale/noticias/2903005/cidade/2025/05/com-investimento-de-r6-bi-montadora-gwm-oferecera-800-empregos;expansão, inaugura, inauguração, investimentos;Portais;15/05/2025 15:35
2541141;12/05/2025 00:00;Espaço do Cegonheiro é inaugurado em São José dos Campos;ampliar;O Vale;https://sampi.net.br/ovale/noticias/2902596/vale-do-paraiba/2025/05/espaco-do-cegonheiro-e-inaugurado-em-sao-jose-dos-campos;ampliar;Portais;15/05/2025 15:38
2535874;05/05/2025 00:00;Quer emprego? Tauste abre seleção para 500 vagas em Taubaté;abrir;O Vale;https://sampi.net.br/ovale/noticias/2901178/cidades/2025/05/quer-emprego-tauste-abre-selecao-para-500-vagas-em-taubate;abrir;Portais;15/05/2025 15:41
2534719;03/05/2025 00:00;Acipi expande ecossistema e inaugura novo andar do Inova;expande, expansão, inaugura, inauguração, inaugurou, inovação, investimento;O Vale;https://sampi.net.br/ovale/noticias/2900744/cidade/2025/05/acipi-expande-ecossistema-e-inaugura-novo-andar-do-inova;expande, expansão, inaugura, inauguração, inaugurou, inovação, investimento;Portais;15/05/2025 15:43
2533798;01/05/2025 00:00;Inauguração de loja atrai multidão e causa lentidão no trânsito;abertura, inaugura, inauguração, inaugurou, investimento;O Vale;https://sampi.net.br/ovale/noticias/2900497/cidades/2025/05/inauguracao-de-loja-atrai-multidao-e-causa-lentidao-no-transito;abertura, inaugura, inauguração, inaugurou, investimento;Portais;15/05/2025 15:43
2534791;03/05/2025 00:00;99Food promete chegar para revolucionar o mercado de entregas;ampliar, expandir, investimento;O Vale;https://sampi.net.br/ovale/noticias/2900700/cidade/2025/05/99food-promete-chegar-para-revolucionar-o-mercado-de-entregas;ampliar, expandir, investimento;Portais;15/05/2025 15:44
2535894;05/05/2025 00:00;"Unimep vende parte do campus para supermercado Delta; veja valor";construir;O Vale;https://sampi.net.br/ovale/noticias/2901184/cidade/2025/05/unimep-vende-parte-do-campus-para-supermercado-delta-veja-valor;construir;Portais;15/05/2025 15:46
2535893;05/05/2025 00:00;"Unimep vende parte do campus para supermercado; veja valor";construir;O Vale;https://sampi.net.br/ovale/noticias/2901184/cidade/2025/05/unimep-vende-parte-do-campus-para-supermercado-veja-valor;construir;Portais;15/05/2025 15:46
2537934;08/05/2025 00:00;Cocal investe R$ 25 milhões em sua segunda usina solar;investimento;Portal CanaOnline;https://www.canaonline.com.br/conteudo/cocal-investe-r-25-milhoes-em-sua-segunda-usina-solar.html;investimento;Portais;15/05/2025 16:10
2532528;30/04/2025 00:00;Atvos irá investir R$ 16 milhões para implementar rede própria de 4G em oito usinas de cana;investimento, investir;Portal CanaOnline;https://www.canaonline.com.br/conteudo/atvos-ira-investir-r-16-milhoes-para-implementar-rede-propria-de-4g-em-oito-usinas-de-cana.html;investimento, investir;Portais;15/05/2025 16:11
2532540;30/04/2025 00:00;Grupo Pedra anuncia parceria com a TIM para levar 4G para zonas rurais de SP e MT;instalação;Portal CanaOnline;https://www.canaonline.com.br/conteudo/grupo-pedra-anuncia-parceria-com-a-tim-para-levar-4g-para-zonas-rurais-de-sp-e-mt.html;instalação;Portais;15/05/2025 16:12
2541715;13/05/2025 11:30;Novo Centro de Distribuição da Suzano é inaugurado em Americana;desenvolver;Todo Dia;https://tododia.com.br/painel-regional/novo-centro-de-distribuicao-da-suzano-e-inaugurado-em-americana/;desenvolver, inaugura, inauguração, inovação, instalação, investimento, investimentos, investir;Portais;16/05/2025 11:30
2543061;15/05/2025 00:00;Sororitê lidera rodada de investimentos na Silverguard, startup de proteção contra golpes financeiros;investimento;Valor Econômico;https://valor.globo.com/financas/noticia/2025/05/15/sororit-lidera-rodada-de-investimentos-na-silverguard-startup-de-proteo-contra-golpes-financeiros.ghtml;investimento;Portais;16/05/2025 11:41
2538750;09/05/2025 00:00;Maersk anuncia R$ 30 bilhões em investimentos no Brasil e mira expansão em Santos;constrói, construção, investimentos;A Tribuna;https://www.atribuna.com.br/noticias/portomar/maersk-anuncia-r-30-bilh-es-em-investimentos-no-brasil-e-mira-expans-o-em-santos-1.460843;constrói, construção, investimentos;Portais;16/05/2025 15:57
2536107;06/05/2025 00:00;Porto de Santos inova com acordo de cooperação técnica para sustentabilidade e eficiência;desenvolver, inovação;A Tribuna;https://www.atribuna.com.br/noticias/portomar/porto-de-santos-inova-com-acordo-de-cooperac-o-tecnica-para-sustentabilidade-e-eficiencia-1.460529;desenvolver, inovação;Portais;16/05/2025 15:58
2542177;14/05/2025 00:00;Empresas da China querem participar de leilão do túnel Santos-Guarujá, no litoral de São Paulo;construção, investimentos;A Tribuna;https://www.atribuna.com.br/noticias/portomar/empresas-da-china-querem-participar-de-leil-o-do-tunel-santos-guaruja-no-litoral-de-s-o-paulo-1.461433;construção, investimentos;Portais;16/05/2025 16:00
2532466;30/04/2025 00:00;Após deslizamento, Sabesp vai instalar rede provisória para Ilha Porchat, em São Vicente, voltar a ...;instalação;A Tribuna;https://www.atribuna.com.br/cidades/sao-vicente/apos-deslizamento-sabesp-vai-instalar-rede-provisoria-para-ilha-porchat-em-s-o-vicente-voltar-a-ter-agua-1.459956;instalação;Portais;16/05/2025 16:00
2533448;01/05/2025 00:00;Novo reservatório da Sabesp em Guarujá entrará em operação até junho;construção, investimento;A Tribuna;https://www.atribuna.com.br/cidades/guaruja/novo-reservatorio-da-sabesp-em-guaruja-entrara-em-operac-o-ate-junho-1.456944;construção, investimento;Portais;16/05/2025 16:01
2533231;30/04/2025 00:00;Claro, USP e Fapesp criam centro de pesquisa com aporte de R$ 40 milhões;investimento;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/04/30/claro-usp-e-fapesp-criam-centro-de-pesquisa-com-aporte-de-r-40-milhoes.ghtml;investimento;Portais;16/05/2025 16:17
2534027;02/05/2025 05:00;Claro, USP e Fapesp se unem para investimento de R$ 40 milhões;investimento;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/05/02/claro-usp-e-fapesp-se-unem-para-investimento-de-r-40-milhoes.ghtml;investimento;Portais;16/05/2025 16:17
2533843;02/05/2025 00:00;"Megaterminal bilionário no Porto de Santos tem análise sobre o leilão adiada; entenda";investimento, investir;A Tribuna;https://www.atribuna.com.br/noticias/portomar/megaterminal-bilionario-no-porto-de-santos-tem-analise-sobre-o-leil-o-adiada-entenda-1.460109;investimento, investir;Portais;19/05/2025 08:25
2538775;09/05/2025 00:00;Maersk prevê R$ 30 bilhões em investimentos no Brasil e mira expansão em Santos;constrói, construção, investimentos;A Tribuna;https://www.atribuna.com.br/noticias/portomar/maersk-preve-r-30-bilh-es-em-investimentos-no-brasil-e-mira-expans-o-em-santos-1.460843;constrói, construção, investimentos;Portais;19/05/2025 08:26
2538947;09/05/2025 00:00;Maersk prevê R$ 30 bilhões em investimentos com foco no Brasil e mira expansão em Santos;constrói, construção, investimentos;A Tribuna;https://www.atribuna.com.br/noticias/portomar/maersk-preve-r-30-bilh-es-em-investimentos-com-foco-no-brasil-e-mira-expans-o-em-santos-1.460843;constrói, construção, investimentos;Portais;19/05/2025 08:27
2540161;11/05/2025 00:00;Sabesp vai investir R$ 1,6 bi em 4 cidades;ampliação;A Tribuna;https://www.atribuna.com.br/cidades/sabesp-vai-investir-r-1-6-bi-em-4-cidades-1.461088;ampliação, ampliar, construção, expansão, instalação, investimento, investimentos, investir;Portais;19/05/2025 08:28
2539140;09/05/2025 00:00;Cocal avança em energia solar e inaugura segunda usina fotovoltaica;construção, inaugura, instalar;Jornal Cana;https://jornalcana.com.br/mercado/cocal-avanca-em-energia-solar-e-inaugura-segunda-usina-fotovoltaica/;construção, inaugura, instalar;Portais;19/05/2025 09:41
2541268;13/05/2025 00:00;Bar do Lemão ganha novo espaço para receber os clientes;reforma;São Carlos em Rede;https://saocarlosemrede.com.br/bar-do-lemao-novo-espaco/;reforma;Portais;19/05/2025 09:49
2533299;01/05/2025 00:00;Madero e Oba Hortifrúti devem gerar até 130 empregos diretos em São Carlos;construção, investimentos;São Carlos em Rede;https://saocarlosemrede.com.br/emprego-madero-e-oba-hortifruti/;construção, investimentos;Portais;19/05/2025 09:49
2543755;17/05/2025 00:00;Lojas Soneda e Daiso atraem 20 mil pessoas no 1º fim de semana;abertura, aquisição, compra, comprar;O Vale;https://sampi.net.br/ovale/noticias/2903619/gente_negocios__propaganda/2025/05/lojas-soneda-e-daiso-atraem-20-mil-pessoas-no-1-fim-de-semana;abertura, aquisição, compra, comprar;Portais;19/05/2025 10:00
2534276;02/05/2025 00:00;Roblox anuncia construção de data center em São Paulo de olho em crescimento e IA;ampliação, construir, investimento;Folha de S. Paulo;https://www1.folha.uol.com.br/tec/2025/05/roblox-anuncia-construcao-de-data-center-em-sao-paulo-de-olho-em-crescimento-e-ia.shtml;ampliação, construir, investimento;Portais;19/05/2025 10:02
2533032;30/04/2025 00:00;Novidades transformam parque aquático da região como destino preferido de famílias em busca de lazer;empreendimento, inovação, investimento;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/diariomulti/novidades-transformam-parque-aquatico-da-regi-o-como-destino-preferido-de-familias-em-busca-de-lazer-1.2057821;empreendimento, inovação, investimento;Portais;19/05/2025 10:06
2539566;09/05/2025 00:00;"Nova sala de embarque remoto em Congonhas, em SP, deve ser entregue em junho; veja imagens";ampliação, construção, instalação, concessão;Folha de S. Paulo;https://www1.folha.uol.com.br/cotidiano/2025/05/nova-sala-de-embarque-remoto-em-congonhas-em-sp-deve-ser-entregue-em-junho-veja-imagens.shtml;ampliação, construção, instalação, concessão;Portais;19/05/2025 10:06
2543344;16/05/2025 00:00;Pátria investe US$ 1 bi em nova empresa de data centers para atender big techs na era da IA;ampliar, desenvolver, empreendimento, expansão, investimento, investimentos;Estadão;https://www.estadao.com.br/economia/negocios/patria-investe-nova-empresa-data-centers-big-techs-era-ia/;ampliar, desenvolver, empreendimento, expansão, investimento, investimentos;Portais;19/05/2025 10:34
2530487;25/04/2025 00:00;Leroy Merlin inaugura sua primeira loja em Bauru neste sábado;ampliar, compra, construir, inaugura, instalação, investimento;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2899236/bauru-e-regiao/2025/04/leroy-merlin-inaugura-sua-primeira-loja-em-bauru-neste-sabado;ampliar, compra, construir, inaugura, instalação, investimento;Portais;19/05/2025 15:01
2530605;25/04/2025 00:00;Leroy Merlin inaugura nova loja em Bauru neste sábado;abre, construção, inaugura, inauguração;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2899292/checkin/2025/04/leroy-merlin-inaugura-nova-loja-em-bauru-neste-sabado;abre, construção, inaugura, inauguração;Portais;19/05/2025 15:02
2530878;26/04/2025 00:00;Leroy Merlin chega a Bauru com soluções para casa e construção;compra, construir, inaugura, inauguração, instalação;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2899460/gente_negocios__propaganda/2025/04/leroy-merlin-chega-a-bauru-com-solucoes-para-casa-e-construcao;compra, construir, inaugura, inauguração, instalação;Portais;19/05/2025 15:03
2532846;30/04/2025 00:00;Aeroporto de Congonhas inicia obras de novo terminal de passageiros;ampliar, construção, investimento;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/aeroporto-de-congonhas-inicia-obras-de-novo-terminal-de-passageiros-1.2057719;ampliar, construção, investimento;Portais;19/05/2025 15:47
2533106;30/04/2025 00:00;Sala cultural 'Salete' inaugura nesta quinta-feira, em Rio Preto;inaugura;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/cultura/sala-cultural-salete-inaugura-nesta-quinta-feira-em-rio-preto-1.2057891;inaugura;Portais;19/05/2025 15:48
2533127;30/04/2025 00:00;iFood investe em três startups com solução de gestão e ponto de venda;investimento, investimentos, investir;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/ifood-investe-em-tres-startups-com-soluc-o-de-gest-o-e-ponto-de-venda-1.2057909;investimento, investimentos, investir;Portais;19/05/2025 15:48
2535649;05/05/2025 00:00;JBS investe R$ 17 milhões e gera 2 mil MWh a partir do metano em unidades da Friboi;ampliar, expandir, investimento, investimentos;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/jbs-investe-r-17-milh-es-e-gera-2-mil-mwh-a-partir-do-metano-em-unidades-da-friboi-1.2058866;ampliar, expandir, investimento, investimentos;Portais;19/05/2025 15:49
2543994;18/05/2025 00:00;Terreno das Vaquinhas em São José toma forma e impressiona;abertura, construção, instalação, investimento;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2903836/vale-do-paraiba/2025/05/terreno-das-vaquinhas-em-sao-jose-toma-forma-e-impressiona;abertura, construção, instalação, investimento;Portais;19/05/2025 16:04
2543995;18/05/2025 00:00;Terreno das Vaquinhas em São José toma forma e impressiona;abertura, construção, instalação, investimento;O Vale;https://sampi.net.br/ovale/noticias/2903836/cidades/2025/05/terreno-das-vaquinhas-em-sao-jose-toma-forma-e-impressiona;abertura, construção, instalação, investimento;Portais;19/05/2025 16:04
2543998;18/05/2025 00:00;Sabesp conclui alça de acesso na Marginal Tietê para aliviar trânsito durante obras em cratera;instalação, reabertura;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/sabesp-conclui-alca-de-acesso-na-marginal-tiete-para-aliviar-transito-durante-obras-em-cratera-1.2062813;instalação, reabertura;Portais;19/05/2025 16:05
2544358;19/05/2025 00:00;Tivit inaugura centro de cibersegurança com investimento de R$ 12 milhões;inaugura, inauguração, investimento;Diário da Região/São José do Rio Preto;https://www.diariodaregiao.com.br/agencia/tivit-inaugura-centro-de-ciberseguranca-com-investimento-de-r-12-milh-es-1.2063006;inaugura, inauguração, investimento;Portais;20/05/2025 09:03
2544353;19/05/2025 00:00;Após morte de passageiro no Metrô, Linha 5-Lilás inicia instalação de barreiras de segurança;instalação;Estadão;https://www.estadao.com.br/sao-paulo/apos-morte-passageiro-no-metro-linha-5-lilas-inicia-instalacao-barreiras-seguranca-nprm/;instalação;Portais;20/05/2025 09:03
2544687;20/05/2025 00:00;JHSF chega a acordo para instalar unidade do Colégio Visconde de Porto Seguro no Boa Vista Village;expansão, instalar;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/05/20/jhsf-chega-a-acordo-para-instalar-unidade-do-colgio-visconde-de-porto-seguro-no-boa-vista-village.ghtml;expansão, instalar;Portais;20/05/2025 10:36
2544954;20/05/2025 00:00;Linha 11-Coral volta a operar sem interrupção em Suzano;construção;Estadão;https://mobilidade.estadao.com.br/mobilidade-para-que/linha-11-coral-volta-a-operar-sem-interrupcao-em-suzano/;construção;Portais;20/05/2025 16:30
2544879;20/05/2025 00:00;Unimed Franca lança pronto-socorro online com atendimento 24h;expandir, inovação;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2902752/franca-e-regiao/2025/05/unimed-franca-lanca-prontosocorro-online-com-atendimento-24h;expandir, inovação;Portais;20/05/2025 16:33
2544797;20/05/2025 00:00;IBM anuncia nesta terça espaço de inovação com foco em IA;inovação;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/05/20/ibm-anuncia-nesta-terca-espaco-de-inovacao-com-foco-em-ia.ghtml;inovação;Portais;20/05/2025 16:35
2544880;20/05/2025 00:00;Unimed Franca lança pronto-socorro online com atendimento 24h;expandir, inovação;O Vale;https://sampi.net.br/ovale/noticias/2902752/franca-e-regiao/2025/05/unimed-franca-lanca-prontosocorro-online-com-atendimento-24h;expandir, inovação;Portais;20/05/2025 16:36
2544795;20/05/2025 00:00;Hard Rock Café em São Paulo já tem endereço;inaugura, inauguração, abrir;DCI Online;https://www.dci.com.br/dci-sp/hard-rock-cafe-em-sao-paulo-ja-tem-endereco/321043/;inaugura, inauguração, abrir;Portais;20/05/2025 16:42
2545119;20/05/2025 00:00;Nova loja Algar com descontos de até R$ 1.000,00* em smartphones;compra, construção, inovação;O Vale;https://sampi.net.br/ovale/noticias/2904346/conteudo-de-marca/2025/05/nova-loja-algar-com-descontos-de-ate-r-100000-em-smartphones;compra, construção, inovação;Portais;21/05/2025 11:10
2545351;21/05/2025 00:00;Multilog planeja investimento de R$ 900 milhões;ampliar, investir;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/05/21/multilog-planeja-investimento-de-r-900-milhoes.ghtml;ampliar, investir;Portais;21/05/2025 11:19
2539261;09/05/2025 00:00;O Boticário reabre loja no Centro de Franca com novo visual;abertura, reforma;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2902049/conteudo-de-marca/2025/05/o-boticario-reabre-loja-no-centro-de-franca-com-novo-visual;abertura, reforma;Portais;22/05/2025 15:27
2539415;09/05/2025 00:00;Soneda abre primeira loja em Bauru no Boulevard Shopping;inaugurou;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2902070/checkin/2025/05/soneda-abre-primeira-loja-em-bauru-no-boulevard-shopping;inaugurou;Portais;22/05/2025 15:27
2546049;23/05/2025 00:00;Dengo Vacinas reinaugura unidade neste sábado, em Prudente, com foco em cuidado para todas as idades;desenvolver;O Imparcial Online;https://www.imparcial.com.br/noticias/dengo-vacinas-reinaugura-unidade-neste-sabado-em-prudente-com-foco-em-cuidado-para-todas-as-idades,73086;desenvolver;Portais;23/05/2025 09:32
2546299;23/05/2025 00:00;Nova indústria de cosméticos deve gerar 200 empregos em Vinhedo;expansão;O Vale;https://sampi.net.br/ovale/noticias/2903211/campinas/2025/05/nova-industria-de-cosmeticos-deve-gerar-200-empregos-em-vinhedo;expansão;Portais;23/05/2025 10:47
2546251;23/05/2025 00:00;Novo espaço Unimed em Franca será inaugurado em 2 de junho;inaugura, inauguração;O Vale;https://sampi.net.br/ovale/noticias/2904799/franca-e-regiao/2025/05/novo-espaco-unimed-em-franca-sera-inaugurado-em-2-de-junho;inaugura, inauguração;Portais;23/05/2025 10:49
2546375;23/05/2025 00:00;Grupo Santa Casa inaugura 10 novos leitos de UTI em Franca;ampliação, ampliar, expansão, inaugura, inauguração, investimento;O Vale;https://sampi.net.br/ovale/noticias/2904995/conteudo-de-marca/2025/05/grupo-santa-casa-inaugura-10-novos-leitos-de-uti-em-franca;ampliação, ampliar, expansão, inaugura, inauguração, investimento;Portais;26/05/2025 09:23
2546374;23/05/2025 00:00;Grupo Santa Casa inaugura 10 novos leitos de UTI em Franca;ampliação, ampliar, expansão, inaugura, inauguração, investimento;Jornal da Cidade de Bauru - JCNET;https://sampi.net.br/bauru/noticias/2904995/conteudo-de-marca/2025/05/grupo-santa-casa-inaugura-10-novos-leitos-de-uti-em-franca;ampliação, ampliar, expansão, inaugura, inauguração, investimento;Portais;26/05/2025 09:31
2547422;26/05/2025 00:00;Nespresso aposta nos cafés funcionais e lança cápsula com vitamina;abre, expandir;Folha de S. Paulo;https://www1.folha.uol.com.br/blogs/cafe-na-prensa/2025/05/nespresso-aposta-nos-cafes-funcionais-e-lanca-capsula-com-vitamina.shtml;abre, expandir;Portais;27/05/2025 17:02
2547831;27/05/2025 00:00;Grupo Globo, Natura e Boticário são marcas mais lembradas por inclusão e reputação, diz estudo da ESPM;inaugura;Valor Econômico;https://valor.globo.com/empresas/marketing/noticia/2025/05/27/grupo-globo-natura-e-boticario-sao-marcas-mais-lembradas-por-inclusao-e-reputacao-diz-estudo-da-espm.ghtml;inaugura;Portais;27/05/2025 17:15
2547616;27/05/2025 00:00;Revitalização da Bacia do Mercado em Santos terá investimento de R$ 10,3 milhões;abertura, construção, instalação, reforma, revitalização;A Tribuna;https://www.atribuna.com.br/cidades/santos/revitalizac-o-da-bacia-do-mercado-em-santos-tera-investimento-de-r-10-3-milh-es-1.461723;abertura, construção, instalação, reforma, revitalização;Portais;27/05/2025 17:19
2548162;27/05/2025 00:00;Fotos;inaugurou;Estadão;https://www.estadao.com.br/fotos/midia-mkt/marcas-campanhas-2701-2/;inaugurou;Portais;28/05/2025 10:55
2548426;28/05/2025 00:00;Firehouse Subs inaugura primeira loja no Brasil;abertura, inaugura;Estadão;https://www.estadao.com.br/paladar/radar/firehouse-subs-inaugura-primeira-loja-no-brasil/;abertura, inaugura;Portais;29/05/2025 13:54
2549040;29/05/2025 00:00;Aeroporto de Americana terá início de obras oficializadas na segunda-feira (2), com presença do ...;ampliação, implantação, investimento, reforma;Todo Dia;https://tododia.com.br/cidades/aeroporto-de-americana-tera-inicio-de-obras-oficializadas-na-segunda-feira-2-com-presenca-do-ministro-silvio-costa/;ampliação, implantação, investimento, reforma;Portais;29/05/2025 16:46
2548680;28/05/2025 00:00;Sabesp fecha contrato para adquirir concessionárias de Andradina e Castilho;comprar;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/05/28/sabesp-fecha-contrato-para-adquirir-concessionrias-de-andradina-e-castilho.ghtml;comprar;Portais;29/05/2025 17:16
2548685;28/05/2025 00:00;DER anuncia empresa que realizará obras na Fábio Talarico;investimento;O Vale;https://sampi.net.br/ovale/noticias/2906062/franca-e-regiao/2025/05/der-anuncia-empresa-que-realizara-obras-na-fabio-talarico;investimento;Portais;29/05/2025 17:18
2549228;29/05/2025 00:00;Doctor Prime inaugura pronto-atendimento em Campinas;expandir, expansão, inaugura, inauguração;Jornal de Campinas;https://jornaldecampinas.com.br/doctor-prime-inaugura-pronto-atendimento-em-campinas/;expandir, expansão, inaugura, inauguração;Portais;30/05/2025 09:36
2549457;30/05/2025 00:00;Sem Alckmin, governo federal inaugura obra no HE nesta sexta;inaugura, inauguração;O Vale;https://sampi.net.br/ovale/noticias/2906390/bauru-e-regiao/2025/05/sem-alckmin-governo-federal-inaugura-obra-no-he-nesta-sexta;inaugura, inauguração;Portais;30/05/2025 09:40
2549244;29/05/2025 00:00;Magazine Luiza capta US$ 50 milhões junto ao BID para investimentos em tecnologia;investimentos, invest;Valor Econômico;https://valor.globo.com/empresas/noticia/2025/05/29/magazine-luiza-capta-us-50-milhes-junto-ao-bid-para-investimentos-em-tecnologia.ghtml;investimentos, invest;Portais;30/05/2025 09:40
2549486;30/05/2025 00:00;HAC de Jaú inaugura nesta sexta o Serviço de Transplante Hepático;expandir, inaugura;O Vale;https://sampi.net.br/ovale/noticias/2906401/regional/2025/05/hac-de-jau-inaugura-nesta-sexta-o-servico-de-transplante-hepatico;expandir, inaugura;Portais;30/05/2025 09:41
2549582;30/05/2025 00:00;Espaçolaser investe mais de R$ 3 mi em nova tecnologia de resfriamento da pele;expansão, inovação, investe, investir;Estadão;https://bluestudio.estadao.com.br/agencia-de-comunicacao/prnewswire/espacolaser-investe-mais-de-r-3-mi-em-nova-tecnologia-de-resfriamento-da-pele/;expansão, inovação, investe, investir;Portais;02/06/2025 08:59
2549808;30/05/2025 00:00;Linha 2-Verde: como estão as obras de expansão do metrô;construção, expansão;Estadão;https://mobilidade.estadao.com.br/mobilidade-para-que/linha-2-verde-como-estao-as-obras-de-expansao-do-metro/;construção, expansão;Portais;02/06/2025 09:01
2549618;30/05/2025 00:00;S. Casa banca novos leitos e garante atendimento a casos graves;abertura, compra, financiamento, investimento;O Vale;https://sampi.net.br/ovale/noticias/2906455/franca-e-regiao/2025/05/s-casa-banca-novos-leitos-e-garante-atendimento-a-casos-graves;abertura, compra, financiamento, investimento;Portais;02/06/2025 09:20
2549771;30/05/2025 00:00;Empresa chinesa de motos elétricas anuncia fábrica em Jacareí;instalar, investimento;O Vale;https://sampi.net.br/ovale/noticias/2906534/economia/2025/05/empresa-chinesa-de-motos-eletricas-anuncia-fabrica-em-jacarei;instalar, investimento;Portais;02/06/2025 09:42
2549659;30/05/2025 00:00;Governo Federal inaugura Centro de Radioterapia do HE de Bauru;inaugura, inauguração, inaugurou, instalação;O Vale;https://sampi.net.br/ovale/noticias/2906489/bauru-e-regiao/2025/05/governo-federal-inaugura-centro-de-radioterapia-do-he-de-bauru;inaugura, inauguração, inaugurou, instalação;Portais;02/06/2025 13:29
2538922;09/05/2025 00:00;Cocal cresce na energia solar e inicia as atividades da sua segunda usina fotovoltaica;ampliar, construção, instalar, investimento;Portal CanaOnline;https://www.canaonline.com.br/conteudo/cocal-cresce-na-energia-solar-e-inicia-as-atividades-da-sua-segunda-usina-fotovoltaica.html;ampliar, construção, instalar, investimento;Portais;02/06/2025 15:13
